243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
243,218,243,243,243,243,243,243,243,243,243,218,243,244,243
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
243,243,244,243,243,243,243,243,243,243,243,243,243,243,243
243,243,243,243,243,243,243,243,243,219,243,243,243,219,243
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
243,218,243,243,243,243,243,243,243,243,243,244,243,243,243
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
